repository_owner,repository_name,file_url,total_h1,total_h2,total_h3,total_h4,total_h5,total_h6,median_h2_under_h1,median_h3_under_h1,median_h4_under_h1,median_h5_under_h1,median_h6_under_h1,median_h3_under_h2,median_h4_under_h2,median_h5_under_h2,median_h6_under_h2,median_h4_under_h3,median_h5_under_h3,median_h6_under_h3,median_h5_under_h4,median_h6_under_h4,median_h6_under_h5,avg_loc_h1,median_loc_h1,avg_loc_h2,median_loc_h2,avg_loc_h3,median_loc_h3,avg_loc_h4,median_loc_h4,avg_loc_h5,median_loc_h5,avg_loc_h6,median_loc_h6
orbitinghail,graft,https://github.com/orbitinghail/graft/blob/main/.github/copilot-instructions.md,1,11,14,0,0,0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,7.2727272727272725,4.0,3.142857142857143,3.0,0.0,0.0,0.0,0.0,0.0,0.0
jakub-k-slys,substack-api,https://github.com/jakub-k-slys/substack-api/blob/main/.github/copilot-instructions.md,1,8,2,0,0,0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,6.25,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
3MFConsortium,gladius,https://github.com/3MFConsortium/gladius/blob/main/.github/copilot-instructions.md,1,14,0,0,0,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,3.857142857142857,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MicrosoftDocs,m365copilot-docs,https://github.com/MicrosoftDocs/m365copilot-docs/blob/main/.github/copilot-instructions.md,1,7,17,0,0,0,7.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,117.0,15.428571428571429,14.0,4.705882352941177,4.0,0.0,0.0,0.0,0.0,0.0,0.0
MicrosoftDocs,azure-dev-docs,https://github.com/MicrosoftDocs/azure-dev-docs/blob/main/.github/copilot-instructions.md,1,6,3,0,0,0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,6.166666666666667,2.5,7.333333333333333,7.0,0.0,0.0,0.0,0.0,0.0,0.0
alchemyplatform,aa-sdk,https://github.com/alchemyplatform/aa-sdk/blob/main/.github/copilot-instructions.md,1,7,4,0,0,0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,11.428571428571429,4.0,14.75,15.5,0.0,0.0,0.0,0.0,0.0,0.0
MiguelElGallo,iparq,https://github.com/MiguelElGallo/iparq/blob/main/.github/copilot-instructions.md,1,2,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jsburckhardt,devcontainer-features,https://github.com/jsburckhardt/devcontainer-features/blob/main/.github/copilot-instructions.md,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skyscanner,backpack-ios,https://github.com/Skyscanner/backpack-ios/blob/main/.github/copilot-instructions.md,1,13,12,0,0,0,13.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,307.0,22.53846153846154,20.0,19.833333333333332,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure-Samples,Apim-Samples,https://github.com/Azure-Samples/Apim-Samples/blob/main/.github/copilot-instructions.md,1,12,5,0,0,0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,117.0,8.916666666666666,4.0,10.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure-Samples,rag-postgres-openai-python,https://github.com/Azure-Samples/rag-postgres-openai-python/blob/main/.github/copilot-instructions.md,1,15,15,0,0,0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,131.0,7.666666666666667,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure-Samples,adaptive-rag-workbench,https://github.com/Azure-Samples/adaptive-rag-workbench/blob/main/.github/copilot-instructions.md,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.285714285714286,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure-Samples,eShopLite,https://github.com/Azure-Samples/eShopLite/blob/main/.github/copilot-instructions.md,1,7,0,0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure-Samples,azure-ai-travel-agents,https://github.com/Azure-Samples/azure-ai-travel-agents/blob/main/.github/copilot-instructions.md,1,6,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zwave-js,zwave-js-ui,https://github.com/zwave-js/zwave-js-ui/blob/master/.github/copilot-instructions.md,1,12,18,0,0,0,12.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,148.0,11.166666666666666,10.5,5.611111111111111,5.0,0.0,0.0,0.0,0.0,0.0,0.0
zwave-js,zwave-js,https://github.com/zwave-js/zwave-js/blob/master/.github/copilot-instructions.md,1,5,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
risingwavelabs,risingwave,https://github.com/risingwavelabs/risingwave/blob/main/.github/copilot-instructions.md,1,9,3,0,0,0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,7.222222222222222,5.0,3.3333333333333335,5.0,0.0,0.0,0.0,0.0,0.0,0.0
ArduPilot,MethodicConfigurator,https://github.com/ArduPilot/MethodicConfigurator/blob/master/.github/copilot-instructions.md,1,6,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ModerRAS,TelegramSearchBot,https://github.com/ModerRAS/TelegramSearchBot/blob/master/.github/copilot-instructions.md,1,9,0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jinek,Consolonia,https://github.com/jinek/Consolonia/blob/main/.github/copilot-instructions.md,1,6,11,3,0,0,6.0,11.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,123.0,19.166666666666668,15.5,8.454545454545455,6.0,5.0,5.0,0.0,0.0,0.0,0.0
CommunityToolkit,Aspire,https://github.com/CommunityToolkit/Aspire/blob/main/.github/copilot-instructions.md,0,1,7,1,0,0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,4.857142857142857,5.0,0.0,0.0,0.0,0.0,0.0,0.0
timdeschryver,Sandbox,https://github.com/timdeschryver/Sandbox/blob/main/.github/copilot-instructions.md,1,6,19,4,0,0,6.0,19.0,4.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,113.0,17.833333333333332,18.5,4.631578947368421,4.0,4.0,4.0,0.0,0.0,0.0,0.0
jtarchie,helloretro,https://github.com/jtarchie/helloretro/blob/main/.github/copilot-instructions.md,1,8,15,0,0,0,8.0,15.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,10.5,10.0,3.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0
needmore,bc4,https://github.com/needmore/bc4/blob/main/.github/copilot-instructions.md,1,10,4,0,0,0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,7.6,7.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spadrapo,drapo,https://github.com/spadrapo/drapo/blob/master/.github/copilot-instructions.md,1,9,20,2,0,0,9.0,20.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,144.0,15.0,12.0,5.4,5.0,5.0,5.0,0.0,0.0,0.0,0.0
mhackermsft,BlazorAIChat,https://github.com/mhackermsft/BlazorAIChat/blob/master/.github/copilot-instructions.md,1,4,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,7.75,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Catfriend1,syncthing-lite,https://github.com/Catfriend1/syncthing-lite/blob/main/.github/copilot-instructions.md,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slick,slick,https://github.com/slick/slick/blob/main/.github/copilot-instructions.md,1,3,9,0,0,0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,19.0,6.0,4.555555555555555,5.0,0.0,0.0,0.0,0.0,0.0,0.0
lacolaco,blog.lacolaco.net,https://github.com/lacolaco/blog.lacolaco.net/blob/main/.github/copilot-instructions.md,1,9,0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,4.333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zapier,zapier-platform,https://github.com/zapier/zapier-platform/blob/main/.github/copilot-instructions.md,1,3,2,0,0,0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,9.666666666666666,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Cahmoraes,clean-arch-solid-ddd,https://github.com/Cahmoraes/clean-arch-solid-ddd/blob/main/.github/copilot-instructions.md,2,7,34,0,0,0,3.5,17.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,18.714285714285715,22.0,2.6470588235294117,3.0,0.0,0.0,0.0,0.0,0.0,0.0
infinitespace-studios,VectorRumble,https://github.com/infinitespace-studios/VectorRumble/blob/main/.github/copilot-instructions.md,1,1,11,0,0,0,1.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,71.0,71.0,5.454545454545454,5.0,0.0,0.0,0.0,0.0,0.0,0.0
braze-inc,braze-docs,https://github.com/braze-inc/braze-docs/blob/main/.github/copilot-instructions.md,3,23,31,6,0,0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.33333333333333,154.0,15.521739130434783,7.0,5.741935483870968,4.0,7.333333333333333,6.5,0.0,0.0,0.0,0.0
brenocq,implot3d,https://github.com/brenocq/implot3d/blob/main/.github/copilot-instructions.md,1,5,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,3.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openSVM,osvm-cli,https://github.com/openSVM/osvm-cli/blob/main/.github/copilot-instructions.md,2,18,17,0,0,0,9.0,8.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,5.222222222222222,4.0,2.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSModule,Process-PSModule,https://github.com/PSModule/Process-PSModule/blob/main/.github/copilot-instructions.md,1,2,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ariccio,COVID-CO2-tracker,https://github.com/ariccio/COVID-CO2-tracker/blob/main/.github/copilot-instructions.md,2,4,24,0,0,0,1.5,12.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.5,165.5,54.75,64.0,6.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0
celestiaorg,celestia-core,https://github.com/celestiaorg/celestia-core/blob/main/.github/copilot-instructions.md,1,5,5,0,0,0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,7.0,8.0,3.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0
celestiaorg,celestia-app,https://github.com/celestiaorg/celestia-app/blob/main/.github/copilot-instructions.md,1,6,5,0,0,0,6.0,5.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,7.333333333333333,7.5,4.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0
some-natalie,kubernoodles,https://github.com/some-natalie/kubernoodles/blob/main/.github/copilot-instructions.md,1,4,15,19,0,0,4.0,15.0,19.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,47.0,45.5,10.8,9.0,3.3157894736842106,1.0,0.0,0.0,0.0,0.0
microsoft,go-mssqldb,https://github.com/microsoft/go-mssqldb/blob/main/.github/copilot-instructions.md,1,5,13,3,0,0,5.0,13.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,14.8,7.0,4.153846153846154,2.0,4.333333333333333,5.0,0.0,0.0,0.0,0.0
microsoft,fabric-cicd,https://github.com/microsoft/fabric-cicd/blob/main/.github/copilot-instructions.md,1,4,12,0,0,0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,18.75,8.5,3.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,typespec,https://github.com/microsoft/typespec/blob/main/.github/copilot-instructions.md,1,8,7,0,0,0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,8.5,5.0,4.714285714285714,4.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,vs-mef,https://github.com/microsoft/vs-mef/blob/main/.github/copilot-instructions.md,1,4,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,testfx,https://github.com/microsoft/testfx/blob/main/.github/copilot-instructions.md,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,mcp-dotnet-samples,https://github.com/microsoft/mcp-dotnet-samples/blob/main/.github/copilot-instructions.md,1,9,0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,3.7777777777777777,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,python-environment-tools,https://github.com/microsoft/python-environment-tools/blob/main/.github/copilot-instructions.md,1,8,11,0,0,0,8.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,8.625,9.0,3.6363636363636362,4.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,PowerToys,https://github.com/microsoft/PowerToys/blob/main/.github/copilot-instructions.md,9,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,typescript-go,https://github.com/microsoft/typescript-go/blob/main/.github/copilot-instructions.md,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,vscode-documentdb,https://github.com/microsoft/vscode-documentdb/blob/main/.github/copilot-instructions.md,1,12,18,3,0,0,12.0,18.0,3.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,169.0,12.916666666666666,10.0,4.888888888888889,4.0,4.666666666666667,3.0,0.0,0.0,0.0,0.0
microsoft,SqlScriptDOM,https://github.com/microsoft/SqlScriptDOM/blob/main/.github/copilot-instructions.md,1,9,0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,5.444444444444445,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,FluidFramework,https://github.com/microsoft/FluidFramework/blob/main/.github/copilot-instructions.md,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,ApplicationInsights-Java,https://github.com/microsoft/ApplicationInsights-Java/blob/main/.github/copilot-instructions.md,1,7,12,0,0,0,7.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,8.571428571428571,7.0,2.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,TypeScript,https://github.com/microsoft/TypeScript/blob/main/.github/copilot-instructions.md,1,7,22,9,0,0,7.0,22.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,14.142857142857142,15.0,2.409090909090909,2.5,0.4444444444444444,0.0,0.0,0.0,0.0,0.0
microsoft,PSRule,https://github.com/microsoft/PSRule/blob/main/.github/copilot-instructions.md,1,8,12,0,0,0,8.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,11.5,12.0,4.416666666666667,4.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,finops-toolkit,https://github.com/microsoft/finops-toolkit/blob/main/.github/copilot-instructions.md,1,9,12,0,0,0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,10.88888888888889,7.0,5.083333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,mcp,https://github.com/microsoft/mcp/blob/main/.github/copilot-instructions.md,1,2,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,vscode-docs,https://github.com/microsoft/vscode-docs/blob/main/.github/copilot-instructions.md,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,ApplicationInsights-JS,https://github.com/microsoft/ApplicationInsights-JS/blob/main/.github/copilot-instructions.md,1,12,31,0,0,0,12.0,31.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,199.0,15.583333333333334,14.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,terraform-provider-power-platform,https://github.com/microsoft/terraform-provider-power-platform/blob/main/.github/copilot-instructions.md,1,8,9,10,0,0,8.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,224.0,26.875,11.0,17.22222222222222,13.0,6.2,5.5,0.0,0.0,0.0,0.0
microsoft,vs-threading,https://github.com/microsoft/vs-threading/blob/main/.github/copilot-instructions.md,1,4,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,azure-devops-mcp,https://github.com/microsoft/azure-devops-mcp/blob/main/.github/copilot-instructions.md,1,3,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,gitagu,https://github.com/microsoft/gitagu/blob/main/.github/copilot-instructions.md,1,7,0,0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,AzureTRE,https://github.com/microsoft/AzureTRE/blob/main/.github/copilot-instructions.md,1,8,3,0,0,0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,109.0,12.5,13.0,6.333333333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,presidio,https://github.com/microsoft/presidio/blob/main/.github/copilot-instructions.md,1,9,22,5,0,0,9.0,22.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,138.0,14.11111111111111,14.0,3.6363636363636362,4.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,omnichannel-chat-sdk,https://github.com/microsoft/omnichannel-chat-sdk/blob/main/.github/copilot-instructions.md,1,5,6,0,0,0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,13.2,10.0,6.833333333333333,5.5,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,powerplatform-vscode,https://github.com/microsoft/powerplatform-vscode/blob/main/.github/copilot-instructions.md,1,5,15,0,0,0,5.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,13.2,13.0,3.2666666666666666,3.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,qsharp,https://github.com/microsoft/qsharp/blob/main/.github/copilot-instructions.md,1,6,1,0,0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,12.333333333333334,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,Generative-AI-for-beginners-dotnet,https://github.com/microsoft/Generative-AI-for-beginners-dotnet/blob/main/.github/copilot-instructions.md,1,9,0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,lisa,https://github.com/microsoft/lisa/blob/main/.github/copilot-instructions.md,1,7,9,6,0,0,7.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,102.0,13.428571428571429,9.0,7.333333333333333,3.0,5.0,5.0,0.0,0.0,0.0,0.0
microsoft,GSL,https://github.com/microsoft/GSL/blob/main/.github/copilot-instructions.md,1,8,7,0,0,0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,7.5,4.5,4.142857142857143,4.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,onnxscript,https://github.com/microsoft/onnxscript/blob/main/.github/copilot-instructions.md,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,openvmm,https://github.com/microsoft/openvmm/blob/main/.github/copilot-instructions.md,1,8,9,0,0,0,8.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,7.375,7.5,3.5555555555555554,3.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,vscode-copilot-chat,https://github.com/microsoft/vscode-copilot-chat/blob/main/.github/copilot-instructions.md,1,8,21,10,0,0,8.0,21.0,10.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,261.0,31.625,17.0,10.714285714285714,5.0,8.5,4.0,0.0,0.0,0.0,0.0
microsoft,vstest,https://github.com/microsoft/vstest/blob/main/.github/copilot-instructions.md,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,react-native-windows,https://github.com/microsoft/react-native-windows/blob/main/.github/copilot-instructions.md,1,8,16,0,0,0,8.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,113.0,13.0,11.5,4.625,3.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,vscode-jupyter,https://github.com/microsoft/vscode-jupyter/blob/main/.github/copilot-instructions.md,1,4,8,1,0,0,3.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,12.25,12.5,4.625,3.0,12.0,12.0,0.0,0.0,0.0,0.0
microsoft,vscode-azurefunctions,https://github.com/microsoft/vscode-azurefunctions/blob/main/.github/copilot-instructions.md,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
