repository_owner,repository_name,file_url,total_h1,total_h2,total_h3,total_h4,total_h5,total_h6,median_h2_under_h1,median_h3_under_h1,median_h4_under_h1,median_h5_under_h1,median_h6_under_h1,median_h3_under_h2,median_h4_under_h2,median_h5_under_h2,median_h6_under_h2,median_h4_under_h3,median_h5_under_h3,median_h6_under_h3,median_h5_under_h4,median_h6_under_h4,median_h6_under_h5,avg_loc_h1,median_loc_h1,avg_loc_h2,median_loc_h2,avg_loc_h3,median_loc_h3,avg_loc_h4,median_loc_h4,avg_loc_h5,median_loc_h5,avg_loc_h6,median_loc_h6
arunsathiya,portfolio,https://github.com/arunsathiya/portfolio/blob/main/CLAUDE.md,1,3,11,6,0,0,3.0,11.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,23.333333333333332,18.0,4.909090909090909,4.0,3.3333333333333335,3.5,0.0,0.0,0.0,0.0
recallnet,js-recall,https://github.com/recallnet/js-recall/blob/main/CLAUDE.md,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shunkakinoki,dotfiles,https://github.com/shunkakinoki/dotfiles/blob/main/CLAUDE.md,1,11,20,0,0,0,11.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,115.0,9.454545454545455,9.0,3.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0
streamnative,streamnative-mcp-server,https://github.com/streamnative/streamnative-mcp-server/blob/main/CLAUDE.md,1,6,9,0,0,0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,9.5,5.5,3.5555555555555554,3.0,0.0,0.0,0.0,0.0,0.0,0.0
doggy8088,ask-page-extension,https://github.com/doggy8088/ask-page-extension/blob/main/CLAUDE.md,1,5,12,0,0,0,5.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,12.0,6.0,3.9166666666666665,4.0,0.0,0.0,0.0,0.0,0.0,0.0
doggy8088,gemini-tts-cli,https://github.com/doggy8088/gemini-tts-cli/blob/main/CLAUDE.md,1,7,13,0,0,0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,13.142857142857142,6.0,4.538461538461538,4.0,0.0,0.0,0.0,0.0,0.0,0.0
g1331,xiaomai-bot,https://github.com/g1331/xiaomai-bot/blob/main/CLAUDE.md,1,8,12,0,0,0,8.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,9.25,8.0,3.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0
TextGeneratorio,text-generator.io,https://github.com/TextGeneratorio/text-generator.io/blob/main/CLAUDE.md,0,3,9,4,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.333333333333332,12.0,5.666666666666667,1.0,9.5,3.0,0.0,0.0,0.0,0.0
dagster-io,dagster,https://github.com/dagster-io/dagster/blob/master/CLAUDE.md,1,13,3,0,0,0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,2.4615384615384617,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
dagster-io,mdsfest-opensource-mds,https://github.com/dagster-io/mdsfest-opensource-mds/blob/main/CLAUDE.md,1,4,11,0,0,0,4.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,10.75,6.5,2.272727272727273,2.0,0.0,0.0,0.0,0.0,0.0,0.0
tambo-ai,tambo,https://github.com/tambo-ai/tambo/blob/main/CLAUDE.md,1,2,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
javoire,dyslexia-friendly,https://github.com/javoire/dyslexia-friendly/blob/main/CLAUDE.md,1,2,14,0,0,0,2.0,14.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,30.0,30.0,3.2857142857142856,3.5,0.0,0.0,0.0,0.0,0.0,0.0
Open-LLM-VTuber,Open-LLM-VTuber,https://github.com/Open-LLM-VTuber/Open-LLM-VTuber/blob/main/CLAUDE.md,1,8,15,0,0,0,8.0,15.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,116.0,13.375,11.0,4.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0
ryoppippi,ccusage,https://github.com/ryoppippi/ccusage/blob/main/CLAUDE.md,3,9,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.33333333333333,5.0,24.555555555555557,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
zenml-io,zenml,https://github.com/zenml-io/zenml/blob/main/CLAUDE.md,1,9,23,6,0,0,9.0,23.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,215.0,22.77777777777778,10.0,7.086956521739131,6.0,3.1666666666666665,3.5,0.0,0.0,0.0,0.0
yuneco,canvas-draw-styled-text,https://github.com/yuneco/canvas-draw-styled-text/blob/main/CLAUDE.md,1,2,6,0,0,0,2.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,19.5,19.5,5.333333333333333,3.5,0.0,0.0,0.0,0.0,0.0,0.0
mrgnlabs,marginfi-v2,https://github.com/mrgnlabs/marginfi-v2/blob/main/CLAUDE.md,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reinier,dotfiles,https://github.com/reinier/dotfiles/blob/main/CLAUDE.md,1,9,10,0,0,0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0,11.222222222222221,6.0,5.4,3.5,0.0,0.0,0.0,0.0,0.0,0.0
gronxb,hot-updater,https://github.com/gronxb/hot-updater/blob/main/CLAUDE.md,1,4,12,0,0,0,4.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,10.25,7.5,2.3333333333333335,3.0,0.0,0.0,0.0,0.0,0.0,0.0
mkwatson,ai-fastify-template,https://github.com/mkwatson/ai-fastify-template/blob/main/CLAUDE.md,1,6,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,3.3333333333333335,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vfarcic,youtube-automation,https://github.com/vfarcic/youtube-automation/blob/main/CLAUDE.md,1,2,10,14,0,0,2.0,10.0,14.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,41.0,41.0,7.2,3.5,3.2142857142857144,3.0,0.0,0.0,0.0,0.0
brentyi,tyro,https://github.com/brentyi/tyro/blob/main/CLAUDE.md,1,5,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,6.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
antimatter15,vibechat,https://github.com/antimatter15/vibechat/blob/main/CLAUDE.md,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixpanel,mixpanel-android,https://github.com/mixpanel/mixpanel-android/blob/master/CLAUDE.md,1,8,10,0,0,0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,126.0,14.625,7.5,6.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
lmy375,peth,https://github.com/lmy375/peth/blob/master/CLAUDE.md,1,7,6,0,0,0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,6.285714285714286,4.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
numbagg,numbagg,https://github.com/numbagg/numbagg/blob/main/CLAUDE.md,1,4,5,0,0,0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,5.75,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
austeane,qdrill,https://github.com/austeane/qdrill/blob/main/CLAUDE.md,1,15,15,1,0,0,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,156.0,9.4,7.0,4.933333333333334,5.0,6.0,6.0,0.0,0.0,0.0,0.0
iloveitaly,llm-ide-prompts,https://github.com/iloveitaly/llm-ide-prompts/blob/master/CLAUDE.md,0,19,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.842105263157896,3.0,4.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Nantero1,ai-first-devops-toolkit,https://github.com/Nantero1/ai-first-devops-toolkit/blob/main/CLAUDE.md,1,10,22,0,0,0,10.0,22.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,8.3,10.5,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0
aku11i,phantom,https://github.com/aku11i/phantom/blob/main/CLAUDE.md,1,5,1,0,0,0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,6.6,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
MAAP-Project,maap-api-nasa,https://github.com/MAAP-Project/maap-api-nasa/blob/main/CLAUDE.md,1,2,13,0,0,0,2.0,13.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,34.5,34.5,4.3076923076923075,4.0,0.0,0.0,0.0,0.0,0.0,0.0
DestinyItemManager,DIM,https://github.com/DestinyItemManager/DIM/blob/master/CLAUDE.md,0,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.666666666666666,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
evansims,openfga-php,https://github.com/evansims/openfga-php/blob/main/CLAUDE.md,1,2,18,13,0,0,2.0,18.0,13.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,202.0,83.5,83.5,10.0,6.5,7.230769230769231,7.0,0.0,0.0,0.0,0.0
MasatoMakino,threejs-billboard,https://github.com/MasatoMakino/threejs-billboard/blob/main/CLAUDE.md,1,3,13,0,0,0,3.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,29.333333333333332,30.0,5.769230769230769,5.0,0.0,0.0,0.0,0.0,0.0,0.0
radixdlt,radix-incentives,https://github.com/radixdlt/radix-incentives/blob/main/CLAUDE.md,1,9,21,1,0,0,9.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,15.222222222222221,9.0,4.476190476190476,5.0,12.0,12.0,0.0,0.0,0.0,0.0
MaxwellBo,poppenhuis,https://github.com/MaxwellBo/poppenhuis/blob/master/CLAUDE.md,1,5,5,0,0,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,7.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
shopware,shopware-cli,https://github.com/shopware/shopware-cli/blob/main/CLAUDE.md,1,5,12,0,0,0,5.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,13.2,11.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
abi,screenshot-to-code,https://github.com/abi/screenshot-to-code/blob/main/CLAUDE.md,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exa-labs,exa-js,https://github.com/exa-labs/exa-js/blob/master/CLAUDE.md,1,3,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,10.333333333333334,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OpenAgentsInc,commander,https://github.com/OpenAgentsInc/commander/blob/main/CLAUDE.md,1,4,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,7.25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
compiler-explorer,infra,https://github.com/compiler-explorer/infra/blob/main/CLAUDE.md,1,19,28,1,0,0,19.0,28.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,332.0,16.42105263157895,12.0,7.285714285714286,4.5,5.0,5.0,0.0,0.0,0.0,0.0
compiler-explorer,explain,https://github.com/compiler-explorer/explain/blob/main/CLAUDE.md,1,6,6,0,0,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,4.333333333333333,4.5,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
compiler-explorer,compiler-explorer,https://github.com/compiler-explorer/compiler-explorer/blob/main/CLAUDE.md,1,8,3,0,0,0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,112.0,12.875,12.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
mikedemarais,granola-ts-client,https://github.com/mikedemarais/granola-ts-client/blob/master/CLAUDE.md,1,18,18,0,0,0,18.0,18.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,135.0,6.5,4.0,3.8333333333333335,4.0,0.0,0.0,0.0,0.0,0.0,0.0
useautumn,autumn,https://github.com/useautumn/autumn/blob/main/CLAUDE.md,5,8,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,5.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biwakonbu,reviewtask,https://github.com/biwakonbu/reviewtask/blob/main/CLAUDE.md,2,9,28,0,0,0,3.5,12.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.5,156.5,35.77777777777778,18.0,8.714285714285714,7.5,0.0,0.0,0.0,0.0,0.0,0.0
fukuball,jieba-php,https://github.com/fukuball/jieba-php/blob/master/CLAUDE.md,1,8,29,0,0,0,8.0,29.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,146.0,17.125,14.5,3.689655172413793,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ThreatFlux,githubWorkFlowChecker,https://github.com/ThreatFlux/githubWorkFlowChecker/blob/main/CLAUDE.md,1,3,8,0,0,0,3.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,25.333333333333332,25.0,8.375,5.5,0.0,0.0,0.0,0.0,0.0,0.0
Netwrck,stable-diffusion-server,https://github.com/Netwrck/stable-diffusion-server/blob/main/CLAUDE.md,0,7,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pankona,makasero,https://github.com/pankona/makasero/blob/main/CLAUDE.md,1,5,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,2.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VergeGroup,swift-state-graph,https://github.com/VergeGroup/swift-state-graph/blob/main/CLAUDE.md,1,2,5,0,0,0,2.0,5.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,16.0,16.0,5.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0
kaichen,kimicc,https://github.com/kaichen/kimicc/blob/main/CLAUDE.md,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
netlify,cli,https://github.com/netlify/cli/blob/main/CLAUDE.md,1,2,11,11,0,0,2.0,11.0,11.0,0.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,53.5,53.5,8.727272727272727,4.0,5.0,5.0,0.0,0.0,0.0,0.0
jellydn,vscode-hurl-runner,https://github.com/jellydn/vscode-hurl-runner/blob/main/CLAUDE.md,1,2,9,0,0,0,2.0,9.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,36.5,36.5,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
ursisterbtw,ccprompts,https://github.com/ursisterbtw/ccprompts/blob/main/CLAUDE.md,1,10,24,0,0,0,10.0,24.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,148.0,13.7,7.5,3.875,3.5,0.0,0.0,0.0,0.0,0.0,0.0
tls-attacker,ModifiableVariable,https://github.com/tls-attacker/ModifiableVariable/blob/main/CLAUDE.md,1,6,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,3.3333333333333335,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
team-mirai,kouchou-ai,https://github.com/team-mirai/kouchou-ai/blob/main/CLAUDE.md,2,9,16,0,0,0,4.5,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,8.88888888888889,5.0,3.375,4.0,0.0,0.0,0.0,0.0,0.0,0.0
adobe,helix-website,https://github.com/adobe/helix-website/blob/main/CLAUDE.md,1,14,18,0,0,0,14.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,143.0,9.142857142857142,8.0,4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0
wataru-maeda,react-native-boilerplate,https://github.com/wataru-maeda/react-native-boilerplate/blob/main/CLAUDE.md,1,12,22,0,0,0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,139.0,10.5,6.5,3.1363636363636362,4.0,0.0,0.0,0.0,0.0,0.0,0.0
amittell,firewalla-mcp-server,https://github.com/amittell/firewalla-mcp-server/blob/main/CLAUDE.md,1,16,35,0,0,0,16.0,35.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,190.0,10.8125,9.5,3.085714285714286,3.0,0.0,0.0,0.0,0.0,0.0,0.0
aipotheosis-labs,aci,https://github.com/aipotheosis-labs/aci/blob/main/CLAUDE.md,1,12,7,0,0,0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,4.666666666666667,3.0,3.2857142857142856,4.0,0.0,0.0,0.0,0.0,0.0,0.0
peaceiris,workflows,https://github.com/peaceiris/workflows/blob/main/CLAUDE.md,1,4,6,0,0,0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,5.75,1.5,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ferrisdb,ferrisdb,https://github.com/ferrisdb/ferrisdb/blob/main/CLAUDE.md,1,12,22,6,0,0,12.0,22.0,6.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,186.0,14.333333333333334,10.5,5.818181818181818,5.5,2.0,1.0,0.0,0.0,0.0,0.0
pannous,wasp,https://github.com/pannous/wasp/blob/main/CLAUDE.md,1,6,11,0,0,0,6.0,11.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,11.666666666666666,8.5,4.2727272727272725,3.0,0.0,0.0,0.0,0.0,0.0,0.0
MinBZK,poc-machine-law,https://github.com/MinBZK/poc-machine-law/blob/main/CLAUDE.md,1,3,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.666666666666667,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allthingsida,qscripts,https://github.com/allthingsida/qscripts/blob/main/CLAUDE.md,2,6,5,0,0,0,3.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,7.666666666666667,5.0,4.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0
typedef-ai,fenic,https://github.com/typedef-ai/fenic/blob/main/CLAUDE.md,1,3,10,0,0,0,3.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,14.666666666666666,4.0,3.3,2.5,0.0,0.0,0.0,0.0,0.0,0.0
NikBLN,weilSieDichLieben,https://github.com/NikBLN/weilSieDichLieben/blob/main/CLAUDE.md,1,2,7,0,0,0,2.0,7.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,22.0,22.0,4.285714285714286,4.0,0.0,0.0,0.0,0.0,0.0,0.0
jaronheard,soonlist-turbo,https://github.com/jaronheard/soonlist-turbo/blob/main/CLAUDE.md,1,6,15,3,0,0,6.0,15.0,3.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,126.0,19.833333333333332,12.5,6.2,5.0,6.333333333333333,6.0,0.0,0.0,0.0,0.0
swuecho,chat,https://github.com/swuecho/chat/blob/master/CLAUDE.md,1,10,23,0,0,0,10.0,23.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,134.0,12.3,11.5,4.086956521739131,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Metta-AI,metta,https://github.com/Metta-AI/metta/blob/main/CLAUDE.md,1,7,22,26,0,0,7.0,22.0,26.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,314.0,43.714285714285715,43.0,12.909090909090908,9.0,4.6923076923076925,4.0,0.0,0.0,0.0,0.0
ktny,ccstat,https://github.com/ktny/ccstat/blob/main/CLAUDE.md,1,9,15,9,0,0,9.0,15.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,9.333333333333334,7.0,4.466666666666667,3.0,2.888888888888889,2.0,0.0,0.0,0.0,0.0
wolfmanstout,talon-gaze-ocr,https://github.com/wolfmanstout/talon-gaze-ocr/blob/main/CLAUDE.md,1,5,3,0,0,0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,11.0,5.0,10.333333333333334,12.0,0.0,0.0,0.0,0.0,0.0,0.0
forattini-dev,s3db.js,https://github.com/forattini-dev/s3db.js/blob/main/CLAUDE.md,1,10,34,6,0,0,10.0,34.0,6.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,381.0,37.0,11.5,8.294117647058824,6.5,12.333333333333334,11.0,0.0,0.0,0.0,0.0
huangsen365,python-wasm-demo,https://github.com/huangsen365/python-wasm-demo/blob/main/CLAUDE.md,1,10,1,0,0,0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,7.1,5.5,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Fewsats,proxy402,https://github.com/Fewsats/proxy402/blob/main/CLAUDE.md,1,6,5,0,0,0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,9.5,6.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r0227n,flutter_whisper_kit,https://github.com/r0227n/flutter_whisper_kit/blob/main/CLAUDE.md,1,11,28,15,0,0,11.0,28.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,216.0,18.545454545454547,11.0,6.107142857142857,4.5,3.4,1.0,0.0,0.0,0.0,0.0
cgbarlow,sasi,https://github.com/cgbarlow/sasi/blob/main/CLAUDE.md,1,18,48,3,16,0,18.0,48.0,3.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,443.0,443.0,23.61111111111111,16.5,7.083333333333333,5.0,20.333333333333332,20.0,2.625,2.0,0.0,0.0
obophenotype,uberon,https://github.com/obophenotype/uberon/blob/master/CLAUDE.md,1,14,0,0,0,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,5.357142857142857,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
obophenotype,cell-ontology,https://github.com/obophenotype/cell-ontology/blob/master/CLAUDE.md,1,13,0,0,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,4.6923076923076925,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
